text_length,word_count,avg_word_length,sentence_count,exclamation_count,question_count,comma_count,uppercase_ratio,fake_indicators_count,real_indicators_count,positive_words,negative_words,neutral_words,unique_word_ratio,has_numbers,has_emojis,rating
0.38268417538393057,0.9799985162104013,0.9999851621040137,0.9999851621040137,1.0,0.9999851621040137,0.6701980859114178,0.9999851621040137,0.6708954670227761,0.9269233622672305,0.12248114967291068,0.13367312087854344,0.1361427107689882,0.9999851621040137,0,1,0.9203980099502488
0.3750871726389198,0.9641219675050078,0.9999851621040137,0.9999851621040137,0.47807700868016917,0.9999851621040137,0.43537354403145634,0.9999851621040137,0.43607092514281476,0.8597373692410416,0.9999737277671229,0.21285763077003916,0.21495940940020497,0.9999851621040137,0,1,0.9950248756218906
0.7924623488389346,0.738036946361006,0.9999851621040137,0.9999851621040137,0.35063432005341644,0.9999851621040137,0.34192447510942947,0.9999851621040137,0.3426218562207879,0.979004377179316,0.9999737277671229,0.893781362477997,0.8895778052176655,0.9999851621040137,1,0,0.43781094527363185
0.883848950218859,0.5739001409600119,0.9999851621040137,0.9999851621040137,1.0,0.9999851621040137,0.6940722605534535,0.9999851621040137,0.6947696416648119,0.6233103345945545,0.9999737277671229,0.47686729895173796,0.4837768961984079,0.39845685881741966,1,0,0.31840796019900497
0.4562356257882632,0.18999925810520069,0.42868165294161287,0.9999851621040137,0.09801914088582239,0.9999851621040137,0.003219823429037816,0.9999851621040137,0.003917204540396172,0.4051932635952222,0.17252975330373332,0.1500407219609594,0.0022856842603052874,0.9999851621040137,1,0,0.22885572139303478
0.5576081311670005,0.26823948364121963,0.42868165294161287,0.9999851621040137,0.34382372579568216,0.9999851621040137,0.9999851621040137,0.9999851621040137,1.0,0.3814823058090363,0.9999737277671229,0.8386622179018994,0.8098415784357512,0.9999851621040137,1,0,0.12437810945273631
0.17637806958973218,0.594346761629201,0.9999851621040137,0.9999851621040137,1.0,0.3881741968988798,0.29767786927813633,0.9999851621040137,0.29837525038949475,0.3814823058090363,0.9999737277671229,0.5779891232955889,0.5839266479258072,0.39845685881741966,0,1,0.5771144278606966
0.30564581942280583,0.14625714073744345,0.42868165294161287,0.9999851621040137,0.09801914088582239,0.9999851621040137,0.4842198976185177,0.9999851621040137,0.4849172787298761,0.7440166184435048,0.12248114967291068,0.01586842865775162,0.0160786065207682,0.9999851621040137,1,0,0.32835820895522383
0.23746568736553156,0.5093552934193931,0.42868165294161287,0.9999851621040137,0.47807700868016917,0.3409303360783441,0.6992210104607166,0.9999851621040137,0.699918391572075,0.3814823058090363,0.9999737277671229,0.7596090691747892,0.7385650106402544,0.9999851621040137,0,1,0.845771144278607
0.7479634987758735,0.5332888196453742,0.42868165294161287,0.9999851621040137,0.09801914088582239,0.9999851621040137,0.9999851621040137,0.9999851621040137,1.0,0.3814823058090363,0.15692404697475237,0.1683524682762788,0.30504689593568557,0.9999851621040137,1,1,0.6119402985074627
0.8606721566881816,0.7159729950293048,0.9999851621040137,0.9999851621040137,0.13376363231693747,0.9999851621040137,0.5794198382669338,0.9999851621040137,0.5801172193782922,0.5836783144150159,0.9999737277671229,0.1857709586737777,0.18758374274229572,0.39845685881741966,1,0,0.9353233830845771
0.5301876993842273,0.5053638993990652,0.42868165294161287,0.9999851621040137,1.0,0.9999851621040137,0.9999851621040137,0.9999851621040137,1.0,0.3814823058090363,0.9999737277671229,0.29548380316843126,0.3768226361558469,0.39845685881741966,1,0,0.40796019900497515
0.6511610653609318,0.23847466429260333,0.42868165294161287,0.9999851621040137,0.34382372579568216,0.41851769419096374,0.7658283255434379,0.9999851621040137,0.7665257066547964,0.7876845463313302,0.9999737277671229,0.6393873315293066,0.6345795129128025,0.9999851621040137,1,1,0.19402985074626866
