rating,rating_squared,is_sweet_spot,is_tourist_trap,review_count,review_count_log,is_hidden_gem_reviews,is_mainstream,price_level,is_budget_friendly,category_count,is_food,is_cafe,is_nightlife,is_cultural,photo_count,has_photos,lat_grid,lng_grid,review_text_length,review_word_count,review_avg_word_length,review_sentence_count,review_exclamation_count,review_question_count,review_comma_count,review_uppercase_ratio,review_fake_indicators_count,review_real_indicators_count,review_positive_words,review_negative_words,review_neutral_words,review_unique_word_ratio,review_has_numbers,review_has_emojis,review_is_fake,has_reviews,is_open,pharmacy_distance,hospital_distance,has_pharmacy_nearby,has_hospital_nearby,has_business_registration,has_phone,has_email,has_website,has_instagram,has_facebook,instagram_followers,facebook_likes,social_media_age_days,has_unique_photos,platform_count,on_google_maps,on_yelp,on_tripadvisor,total_reviews,avg_rating,review_velocity,is_fake
3.3,10.889999999999999,0,0,3765,8.233768709217097,0,1,3,0,1,0,1,0,0,0,0,27.53,77.74,0.4373088693275956,0.06441863012260396,0.08595153358414609,0.7838225639663902,0.6833099707502786,0.6837137108778696,0.1320651598220859,0.39484690278373846,0.121506209299589,0.6348604133697032,0.3858641270581834,0.6843579412197514,0.7996942417449927,0.38368410377407014,0.7913150575480322,0.2507596419708251,0.32772597257584113,1,1,inf,inf,0,0,1,0,0,1,1,1,2730,1229,258,0,3,1,1,1,3765,3.3,19,1
4.2,17.64,1,0,2883,7.96693349840484,0,1,2,1,1,0,0,0,0,0,0,26.27,75.68,0.49253236465146566,0.5882592128447728,0.6986134042116627,0.6003686776249123,0.8290931491847308,0.49528848836666495,0.46203693833173254,0.45648853665102884,0.39007613226772564,0.1302010014008872,0.4561982416715883,0.2579149332353431,0.5110915898482317,0.778556284808162,0.7103263818641562,0.13173955704265572,0.8304018490593429,1,1,inf,inf,0,0,0,1,1,0,0,0,9561,4362,328,0,2,1,1,0,2883,4.2,39,1
3.0,9.0,0,0,1106,7.009408932708637,0,1,3,0,1,0,0,0,0,0,0,27.830000000000002,77.73,0.6786193336614889,0.8610610926746175,0.10497394720140152,0.39913671874791434,0.8631439179493688,0.1354352727532806,0.5411560104328258,0.9479114291572953,0.28805315445688084,0.7816758547719286,0.747973647287605,0.3459091127493896,0.5674109900352841,0.8367152520132751,0.5633547734871505,0.43577508598557724,0.13678002463915173,1,1,inf,inf,0,0,0,0,0,1,1,0,8373,4630,219,1,3,1,0,0,1106,3.0,29,1
4.4,19.360000000000003,1,0,2746,7.918264686095274,0,1,2,1,1,0,1,0,0,0,0,26.39,76.03,0.0850144133902212,0.31498880540431895,0.3835618847706904,0.03706561279068965,0.4816589034440517,0.8274354655159335,0.8928884646072645,0.4356280173007374,0.5732376679058575,0.3054414725962892,0.9103093505182384,0.6409339141406025,0.7110839790618231,0.13951055034773785,0.2179690211750107,0.9577631354530599,0.00581953086309539,1,0,inf,inf,0,0,0,0,1,1,0,0,9248,1738,243,1,2,0,0,0,2746,4.4,0,1
2.7,7.290000000000001,0,0,739,6.606650186198215,0,0,1,1,1,1,0,0,0,0,0,26.240000000000002,76.4,0.24252664273436064,0.7804475614797609,0.8435133454473326,0.3588551062686789,0.9927170808541338,0.6767129951413814,0.54402976039746,0.24231707395943303,0.49328438247912376,0.8112458236500102,0.15700022466471775,0.31105905793610633,0.9126502874342831,0.1909362554351105,0.06477126897204355,0.14832316152160607,0.007703235047263446,1,1,inf,inf,0,0,1,0,1,1,1,1,9591,4539,247,1,0,1,0,0,739,2.7,43,1
4.5,20.25,1,0,4271,8.35983738064003,0,1,4,0,1,0,0,0,0,0,0,26.62,75.86,0.020466451813717423,0.41371584540119066,0.49829201268696177,0.15143323979971968,0.8690085916235623,0.5189744034578457,0.13166908371156116,0.25749877734519055,0.31251979185758494,0.5922758457914664,0.826963324255726,0.5447784629330614,0.6984564026566376,0.6027363342882017,0.5116230831823088,0.8846699470036743,0.17871283227798862,1,1,inf,inf,0,0,0,0,0,0,1,1,1857,2783,114,0,0,1,0,1,4271,4.5,32,0
3.5,12.25,0,0,4862,8.489410810403786,0,1,4,0,1,0,0,0,0,0,0,26.38,77.26,0.002951898007800824,0.31694712584708273,0.9461105891856966,0.7496000204637285,0.8569612573281223,0.9116976217681937,0.27414197406062935,0.03297319506282237,0.34155423525872997,0.3421276858347855,0.42771368722600955,0.05808285244260347,0.14470794457303926,0.4004328739640569,0.8932959889011438,0.8636524293985643,0.6551759317942213,1,1,inf,inf,0,0,1,0,1,1,1,1,9905,4807,61,1,0,1,0,0,4862,3.5,24,1
3.7,13.690000000000001,0,0,2530,7.836369760545124,0,1,2,1,1,0,1,0,0,0,0,26.45,75.03,0.9505134247777616,0.47948169679068764,0.5487765638149559,0.14670090522240442,0.3874313639760989,0.2932500542715041,0.9635206304583772,0.9008886188841826,0.7090723155339945,0.08167917534056857,0.8106957291621244,0.8812560193963511,0.193616414946563,0.06564347759754874,0.4518118104039518,0.32462209151406585,0.02633899165229725,1,0,inf,inf,0,0,0,0,1,1,1,1,1185,2280,8,0,3,1,1,0,2530,3.7,27,1
2.6,6.760000000000001,0,0,846,6.741700694652055,0,0,1,1,1,0,0,0,0,0,0,27.41,76.47,0.08669671987249394,0.8550492376502749,0.20292654367887164,0.7629033585135468,0.09899098974443954,0.48692966480063304,0.4040988987731462,0.08653117412435085,0.7354561630982582,0.16698870677470057,0.19753270260172895,0.47456605167990173,0.46761383411705193,0.7980234394842409,0.08337534376397082,0.29524378926014216,0.3732690925577431,1,0,inf,inf,0,0,1,0,1,0,1,0,5197,668,248,1,2,1,1,0,846,2.6,1,1
3.1,9.610000000000001,0,0,1114,7.016609683894219,0,1,1,1,1,0,0,0,0,0,0,27.46,76.46000000000001,0.16807382129415427,0.7493357605754419,0.7743685986975458,0.4463210548099956,0.8517141523364353,0.9758285087969116,0.778214361209148,0.9609133403920901,0.5142588499021268,0.003041775937097091,0.8651440168035781,0.3724582182892394,0.681356668268649,0.1445286507068071,0.5550003542577482,0.484138277664104,0.24835591331733553,1,1,inf,inf,0,0,1,0,0,0,1,1,1938,3966,300,0,1,0,0,1,1114,3.1,44,1
